OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,Multiply
2016-01-04,2002-12-13T00:00:00.0000000,TO48823,369,16821,8,1,1,1
2016-01-04,2002-09-15T00:00:00.0000000,TO48826,369,23421,9,1,1,1
2016-01-05,2002-11-02T00:00:00.0000000,TO48835,360,21148,6,1,1,1
2016-01-05,2002-12-15T00:00:00.0000000,TO48832,373,23418,9,1,1,1
2016-01-05,2002-11-01T00:00:00.0000000,TO48831,326,20886,10,1,1,1
2016-01-05,2002-09-11T00:00:00.0000000,TO48836,360,13959,9,1,1,1
2016-01-05,2002-11-03T00:00:00.0000000,TO48834,352,26695,4,1,1,1
2016-01-05,2002-11-05T00:00:00.0000000,TO48833,373,23118,9,1,1,1
2016-01-05,2002-10-24T00:00:00.0000000,TO48830,371,17750,10,1,1,1
2016-01-06,2002-09-17T00:00:00.0000000,TO48838,373,23409,9,1,1,1
2016-01-06,2002-11-19T00:00:00.0000000,TO48837,371,23311,9,1,1,1
2016-01-07,2002-12-15T00:00:00.0000000,TO48841,381,17716,7,1,1,1
2016-01-07,2002-09-09T00:00:00.0000000,TO48845,362,13620,9,1,1,1
2016-01-07,2002-11-18T00:00:00.0000000,TO48843,324,15489,1,1,1,1
2016-01-07,2002-10-26T00:00:00.0000000,TO48839,368,16567,8,1,1,1
2016-01-07,2002-10-29T00:00:00.0000000,TO48847,383,14336,1,1,1,1
2016-01-07,2002-11-12T00:00:00.0000000,TO48844,338,15492,1,1,1,1
2016-01-07,2002-10-24T00:00:00.0000000,TO48846,360,13651,9,1,1,1
2016-01-07,2002-12-14T00:00:00.0000000,TO48840,369,17753,10,1,1,1
2016-01-07,2002-10-16T00:00:00.0000000,TO48842,352,12463,10,1,1,1
2016-01-08,2002-11-24T00:00:00.0000000,TO48855,354,13955,9,1,1,1
2016-01-08,2002-11-08T00:00:00.0000000,TO48857,342,26652,9,1,1,1
2016-01-08,2002-11-30T00:00:00.0000000,TO48852,324,15503,1,1,1,1
2016-01-08,2002-10-03T00:00:00.0000000,TO48851,354,26717,1,1,1,1
2016-01-08,2002-09-17T00:00:00.0000000,TO48853,336,15520,4,1,1,1
2016-01-08,2002-12-09T00:00:00.0000000,TO48856,358,13967,9,1,1,1
2016-01-08,2002-09-24T00:00:00.0000000,TO48849,360,28904,7,1,1,1
2016-01-08,2002-09-21T00:00:00.0000000,TO48854,354,13643,9,1,1,1
2016-01-08,2002-11-29T00:00:00.0000000,TO48850,352,29361,7,1,1,1
2016-01-08,2002-09-29T00:00:00.0000000,TO48848,383,19424,10,1,1,1
2016-01-09,2002-12-04T00:00:00.0000000,TO48862,352,26805,4,1,1,1
2016-01-09,2002-09-28T00:00:00.0000000,TO48858,368,15455,7,1,1,1
2016-01-09,2002-12-22T00:00:00.0000000,TO48864,356,13964,9,1,1,1
2016-01-09,2002-10-23T00:00:00.0000000,TO48860,375,13849,1,1,1,1
2016-01-09,2002-11-20T00:00:00.0000000,TO48863,352,26718,4,1,1,1
2016-01-09,2002-12-15T00:00:00.0000000,TO48865,381,24924,9,1,1,1
2016-01-09,2002-09-21T00:00:00.0000000,TO48859,373,16603,8,1,1,1
2016-01-09,2002-10-08T00:00:00.0000000,TO48861,352,26786,4,1,1,1
2016-01-09,2002-12-11T00:00:00.0000000,TO48866,362,13527,9,1,1,1
2016-01-10,2002-12-05T00:00:00.0000000,TO48871,360,20736,6,1,1,1
2016-01-10,2002-11-08T00:00:00.0000000,TO48869,371,23314,9,1,1,1
2016-01-10,2002-11-29T00:00:00.0000000,TO48868,338,19320,7,1,1,1
2016-01-10,2002-12-19T00:00:00.0000000,TO48870,371,23316,9,1,1,1
2016-01-10,2002-10-07T00:00:00.0000000,TO48876,334,26588,9,1,1,1
2016-01-10,2002-11-04T00:00:00.0000000,TO48872,334,15483,4,1,1,1
2016-01-10,2002-11-13T00:00:00.0000000,TO48867,373,15451,7,1,1,1
2016-01-10,2002-12-26T00:00:00.0000000,TO48877,328,26657,9,1,1,1
2016-01-10,2002-10-21T00:00:00.0000000,TO48875,381,24922,9,1,1,1
2016-01-10,2002-11-13T00:00:00.0000000,TO48874,360,13970,9,1,1,1
2016-01-11,2002-12-19T00:00:00.0000000,TO48883,356,13528,9,1,1,1
2016-01-11,2002-11-07T00:00:00.0000000,TO48884,389,24921,9,1,1,1
2016-01-11,2002-10-19T00:00:00.0000000,TO48881,371,23324,9,1,1,1
2016-01-11,2002-12-21T00:00:00.0000000,TO48880,368,13746,4,1,1,1
2016-01-11,2002-10-16T00:00:00.0000000,TO48879,362,12526,10,1,1,1
2016-01-11,2002-12-12T00:00:00.0000000,TO48878,375,17715,10,1,1,1
2016-01-11,2002-11-20T00:00:00.0000000,TO48882,362,26801,4,1,1,1
2016-01-12,2002-12-12T00:00:00.0000000,TO48888,328,15482,4,1,1,1
2016-01-12,2002-11-02T00:00:00.0000000,TO48890,358,13618,9,1,1,1
2016-01-12,2002-10-19T00:00:00.0000000,TO48891,360,13650,9,1,1,1
2016-01-12,2002-11-19T00:00:00.0000000,TO48889,362,26711,4,1,1,1
2016-01-12,2002-11-29T00:00:00.0000000,TO48887,356,26811,4,1,1,1
2016-01-12,2002-10-13T00:00:00.0000000,TO48886,352,12473,10,1,1,1
2016-01-12,2002-10-15T00:00:00.0000000,TO48885,371,17755,10,1,1,1
2016-01-13,2002-10-27T00:00:00.0000000,TO48899,373,23313,9,1,1,1
2016-01-13,2002-10-14T00:00:00.0000000,TO48902,358,13966,9,1,1,1
2016-01-13,2002-09-29T00:00:00.0000000,TO48898,373,13856,4,1,1,1
2016-01-13,2002-09-25T00:00:00.0000000,TO48896,373,17632,10,1,1,1
2016-01-13,2002-09-28T00:00:00.0000000,TO48903,342,26653,9,1,1,1
2016-01-13,2002-09-19T00:00:00.0000000,TO48901,352,13960,9,1,1,1
2016-01-13,2002-10-11T00:00:00.0000000,TO48893,377,17772,10,1,1,1
2016-01-13,2002-12-14T00:00:00.0000000,TO48900,358,26734,1,1,1,1
2016-01-13,2002-11-02T00:00:00.0000000,TO48895,383,19418,10,1,1,1
2016-01-13,2002-11-21T00:00:00.0000000,TO48894,383,19034,8,1,1,1
2016-01-13,2002-12-23T00:00:00.0000000,TO48892,389,17714,7,1,1,1
2016-01-13,2002-10-16T00:00:00.0000000,TO48897,377,16540,8,1,1,1
2016-01-14,2002-11-23T00:00:00.0000000,TO48905,362,26814,1,1,1,1
2016-01-14,2002-11-14T00:00:00.0000000,TO48904,362,12492,10,1,1,1
2016-01-14,2002-11-15T00:00:00.0000000,TO48906,356,26705,4,1,1,1
2016-01-14,2002-10-11T00:00:00.0000000,TO48908,362,13626,9,1,1,1
2016-01-14,2002-09-24T00:00:00.0000000,TO48907,362,26727,1,1,1,1
2016-01-14,2002-09-22T00:00:00.0000000,TO48909,352,13953,9,1,1,1
2016-01-15,2002-10-10T00:00:00.0000000,TO48916,358,13616,9,1,1,1
2016-01-15,2002-10-02T00:00:00.0000000,TO48913,369,23412,9,1,1,1
2016-01-15,2002-09-23T00:00:00.0000000,TO48919,326,26658,9,1,1,1
2016-01-15,2002-10-20T00:00:00.0000000,TO48918,362,13638,9,1,1,1
2016-01-15,2002-10-16T00:00:00.0000000,TO48914,356,26735,1,1,1,1
2016-01-15,2002-12-16T00:00:00.0000000,TO48911,334,20880,10,1,1,1
2016-01-15,2002-11-22T00:00:00.0000000,TO48915,334,15481,4,1,1,1
2016-01-15,2002-11-12T00:00:00.0000000,TO48917,356,13636,9,1,1,1
2016-01-15,2002-10-07T00:00:00.0000000,TO48912,328,20841,8,1,1,1
2016-01-15,2002-10-24T00:00:00.0000000,TO48910,377,16587,8,1,1,1
2016-01-16,2002-10-05T00:00:00.0000000,TO48920,354,12275,8,1,1,1
2016-01-16,2002-10-27T00:00:00.0000000,TO48924,368,26040,6,1,1,1
2016-01-16,2002-12-14T00:00:00.0000000,TO48926,373,23117,9,1,1,1
2016-01-16,2002-10-10T00:00:00.0000000,TO48925,324,15480,4,1,1,1
2016-01-16,2002-09-25T00:00:00.0000000,TO48922,368,15095,7,1,1,1
2016-01-16,2002-09-24T00:00:00.0000000,TO48923,383,14298,4,1,1,1
2016-01-16,2002-10-23T00:00:00.0000000,TO48929,352,13526,9,1,1,1
2016-01-16,2002-10-19T00:00:00.0000000,TO48930,371,15086,7,1,1,1
2016-01-16,2002-09-25T00:00:00.0000000,TO48921,360,12560,10,1,1,1
2016-01-16,2002-12-25T00:00:00.0000000,TO48928,332,15502,1,1,1,1
2016-01-16,2002-12-01T00:00:00.0000000,TO48927,362,26703,1,1,1,1
2016-01-17,2002-11-11T00:00:00.0000000,TO48933,362,26694,1,1,1,1
2016-01-17,2002-11-10T00:00:00.0000000,TO48934,354,26710,4,1,1,1
2016-01-17,2002-09-20T00:00:00.0000000,TO48931,387,19382,10,1,1,1
2016-01-17,2002-12-17T00:00:00.0000000,TO48936,352,13644,9,1,1,1
2016-01-17,2002-11-28T00:00:00.0000000,TO48932,385,14297,4,1,1,1
2016-01-17,2002-11-26T00:00:00.0000000,TO48937,352,13529,9,1,1,1
2016-01-17,2002-11-16T00:00:00.0000000,TO48935,330,15518,4,1,1,1
2016-01-18,2002-11-25T00:00:00.0000000,TO48943,352,13973,9,1,1,1
2016-01-18,2002-11-19T00:00:00.0000000,TO48938,373,17720,10,1,1,1
2016-01-18,2002-12-20T00:00:00.0000000,TO48942,362,26728,4,1,1,1
2016-01-18,2002-11-06T00:00:00.0000000,TO48944,383,25010,9,1,1,1
2016-01-18,2002-11-30T00:00:00.0000000,TO48940,324,20835,8,1,1,1
2016-01-18,2002-12-13T00:00:00.0000000,TO48939,369,15462,7,1,1,1
2016-01-18,2002-10-24T00:00:00.0000000,TO48941,369,26013,6,1,1,1
2016-01-19,2002-10-24T00:00:00.0000000,TO48949,334,26591,9,1,1,1
2016-01-19,2002-10-01T00:00:00.0000000,TO48946,358,26725,1,1,1,1
2016-01-19,2002-12-27T00:00:00.0000000,TO48947,352,13957,9,1,1,1
2016-01-19,2002-10-19T00:00:00.0000000,TO48945,370,17644,10,1,1,1
2016-01-19,2002-10-02T00:00:00.0000000,TO48948,354,13974,9,1,1,1
2016-01-20,2002-12-03T00:00:00.0000000,TO48951,352,29388,7,1,1,1
2016-01-20,2002-09-27T00:00:00.0000000,TO48955,358,13645,9,1,1,1
2016-01-20,2002-10-22T00:00:00.0000000,TO48952,368,15093,7,1,1,1
2016-01-20,2002-11-25T00:00:00.0000000,TO48950,358,12486,10,1,1,1
2016-01-20,2002-10-29T00:00:00.0000000,TO48956,356,13968,9,1,1,1
2016-01-20,2002-11-28T00:00:00.0000000,TO48953,370,23413,9,1,1,1
2016-01-20,2002-12-20T00:00:00.0000000,TO48954,362,26724,1,1,1,1
2016-01-21,2002-12-26T00:00:00.0000000,TO48961,358,13619,9,1,1,1
2016-01-21,2002-12-09T00:00:00.0000000,TO48960,354,26726,1,1,1,1
2016-01-21,2002-12-04T00:00:00.0000000,TO48959,375,23417,9,1,1,1
2016-01-21,2002-12-25T00:00:00.0000000,TO48962,362,13649,9,1,1,1
2016-01-21,2002-10-14T00:00:00.0000000,TO48957,332,20836,8,1,1,1
2016-01-21,2003-01-03T00:00:00.0000000,TO48958,377,23310,9,1,1,1
2016-01-21,2002-11-30T00:00:00.0000000,TO48963,383,25011,9,1,1,1
2016-01-22,2002-10-08T00:00:00.0000000,TO48973,336,26656,9,1,1,1
2016-01-22,2002-12-20T00:00:00.0000000,TO48968,371,13742,1,1,1,1
2016-01-22,2002-10-19T00:00:00.0000000,TO48966,373,17639,10,1,1,1
2016-01-22,2002-11-10T00:00:00.0000000,TO48967,387,14292,4,1,1,1
2016-01-22,2002-10-31T00:00:00.0000000,TO48970,385,26529,6,1,1,1
2016-01-22,2002-10-09T00:00:00.0000000,TO48971,362,13625,9,1,1,1
2016-01-22,2003-01-06T00:00:00.0000000,TO48972,360,13629,9,1,1,1
2016-01-22,2002-11-10T00:00:00.0000000,TO48969,379,23320,9,1,1,1
2016-01-22,2002-10-10T00:00:00.0000000,TO48965,389,19030,8,1,1,1
2016-01-22,2002-11-07T00:00:00.0000000,TO48964,371,16824,8,1,1,1
2016-01-23,2002-11-23T00:00:00.0000000,TO48984,354,13632,9,1,1,1
2016-01-23,2002-10-28T00:00:00.0000000,TO48975,387,17739,7,1,1,1
2016-01-23,2002-10-02T00:00:00.0000000,TO48986,324,26651,9,1,1,1
2016-01-23,2002-09-30T00:00:00.0000000,TO48974,375,17717,10,1,1,1
2016-01-23,2002-12-05T00:00:00.0000000,TO48978,387,14290,1,1,1,1
2016-01-23,2002-11-28T00:00:00.0000000,TO48983,332,15500,4,1,1,1
2016-01-23,2002-11-03T00:00:00.0000000,TO48987,320,26655,9,1,1,1
2016-01-23,2002-12-10T00:00:00.0000000,TO48976,354,12404,10,1,1,1
2016-01-23,2002-10-25T00:00:00.0000000,TO48982,322,15484,4,1,1,1
2016-01-23,2002-12-30T00:00:00.0000000,TO48979,375,13855,4,1,1,1
2016-01-23,2002-11-29T00:00:00.0000000,TO48985,360,13646,9,1,1,1
2016-01-23,2003-01-04T00:00:00.0000000,TO48981,368,23348,9,1,1,1
2016-01-23,2002-12-29T00:00:00.0000000,TO48977,320,20842,8,1,1,1
2016-01-23,2002-10-29T00:00:00.0000000,TO48980,369,23322,9,1,1,1
2016-01-24,2002-11-24T00:00:00.0000000,TO48992,379,13862,4,1,1,1
2016-01-24,2002-12-09T00:00:00.0000000,TO48993,377,23410,9,1,1,1
2016-01-24,2002-12-22T00:00:00.0000000,TO48988,370,16565,8,1,1,1
2016-01-24,2002-11-18T00:00:00.0000000,TO48990,362,12559,10,1,1,1
2016-01-24,2002-10-20T00:00:00.0000000,TO48994,324,15506,4,1,1,1
2016-01-24,2002-11-20T00:00:00.0000000,TO48991,354,12291,8,1,1,1
2016-01-24,2002-12-17T00:00:00.0000000,TO48989,360,29364,7,1,1,1
2016-01-25,2002-10-30T00:00:00.0000000,TO48998,332,26661,9,1,1,1
2016-01-25,2002-10-24T00:00:00.0000000,TO48995,354,28885,7,1,1,1
2016-01-25,2002-11-05T00:00:00.0000000,TO48997,369,13854,4,1,1,1
2016-01-25,2002-12-15T00:00:00.0000000,TO48996,387,14334,1,1,1,1
2016-01-26,2002-12-19T00:00:00.0000000,TO49002,371,23323,9,1,1,1
2016-01-26,2002-11-04T00:00:00.0000000,TO49005,362,26723,4,1,1,1
2016-01-26,2002-10-08T00:00:00.0000000,TO49000,360,12460,10,1,1,1
2016-01-26,2002-10-04T00:00:00.0000000,TO49006,360,13633,9,1,1,1
2016-01-26,2002-11-03T00:00:00.0000000,TO49008,330,26660,9,1,1,1
2016-01-26,2002-12-30T00:00:00.0000000,TO49004,370,23420,9,1,1,1
2016-01-26,2003-01-01T00:00:00.0000000,TO49001,356,29380,7,1,1,1
2016-01-26,2002-10-20T00:00:00.0000000,TO48999,377,15463,7,1,1,1
2016-01-26,2002-12-24T00:00:00.0000000,TO49003,369,23325,9,1,1,1
2016-01-27,2002-10-16T00:00:00.0000000,TO49011,358,26698,4,1,1,1
2016-01-27,2003-01-12T00:00:00.0000000,TO49009,332,20890,10,1,1,1
2016-01-27,2002-10-26T00:00:00.0000000,TO49010,369,23416,9,1,1,1
2016-01-28,2002-12-11T00:00:00.0000000,TO49013,370,13745,1,1,1,1
2016-01-28,2002-10-13T00:00:00.0000000,TO49015,352,13965,9,1,1,1
2016-01-28,2002-10-10T00:00:00.0000000,TO49016,358,13971,9,1,1,1
2016-01-28,2002-12-01T00:00:00.0000000,TO49014,368,23331,9,1,1,1
2016-01-28,2002-12-28T00:00:00.0000000,TO49012,368,16572,8,1,1,1
2016-01-29,2002-10-19T00:00:00.0000000,TO49021,371,13744,1,1,1,1
2016-01-29,2002-12-11T00:00:00.0000000,TO49019,371,17782,10,1,1,1
2016-01-29,2002-10-12T00:00:00.0000000,TO49017,375,17744,10,1,1,1
2016-01-29,2002-12-11T00:00:00.0000000,TO49018,371,17747,10,1,1,1
2016-01-29,2003-01-05T00:00:00.0000000,TO49022,377,23116,9,1,1,1
2016-01-29,2002-12-16T00:00:00.0000000,TO49023,328,26589,9,1,1,1
2016-01-29,2002-11-03T00:00:00.0000000,TO49024,340,26654,9,1,1,1
2016-01-29,2002-11-24T00:00:00.0000000,TO49020,385,19035,8,1,1,1
2016-01-30,2002-10-12T00:00:00.0000000,TO49028,360,13648,9,1,1,1
2016-01-30,2002-10-15T00:00:00.0000000,TO49025,332,19319,7,1,1,1
2016-01-30,2002-11-18T00:00:00.0000000,TO49030,375,23119,9,1,1,1
2016-01-30,2002-12-18T00:00:00.0000000,TO49027,324,15501,4,1,1,1
2016-01-30,2002-11-08T00:00:00.0000000,TO49026,370,16549,8,1,1,1
2016-01-30,2002-11-25T00:00:00.0000000,TO49029,383,25020,9,1,1,1
2016-01-31,2002-11-27T00:00:00.0000000,TO49033,375,13747,1,1,1,1
2016-01-31,2002-11-05T00:00:00.0000000,TO49035,375,23343,9,1,1,1
2016-01-31,2002-10-20T00:00:00.0000000,TO49037,356,20708,6,1,1,1
2016-01-31,2002-12-16T00:00:00.0000000,TO49036,360,26731,4,1,1,1
2016-01-31,2002-11-21T00:00:00.0000000,TO49034,368,23321,9,1,1,1
2016-01-31,2002-10-19T00:00:00.0000000,TO49038,360,21138,6,1,1,1
2016-01-31,2002-10-22T00:00:00.0000000,TO49032,368,15085,7,1,1,1
2016-01-31,2002-12-24T00:00:00.0000000,TO49031,362,29389,7,1,1,1
2016-02-01,2002-10-08T00:00:00.0000000,TO49177,354,27064,1,1,1,1
2016-02-01,2003-01-16T00:00:00.0000000,TO49178,387,14342,1,1,1,1
2016-02-01,2002-12-16T00:00:00.0000000,TO49172,368,13885,1,1,1,1
2016-02-01,2002-10-25T00:00:00.0000000,TO49179,381,14365,4,1,1,1
2016-02-01,2003-01-08T00:00:00.0000000,TO49174,354,14049,9,1,1,1
2016-02-01,2002-11-25T00:00:00.0000000,TO49173,352,14047,9,1,1,1
2016-02-01,2002-10-28T00:00:00.0000000,TO49175,370,23431,9,1,1,1
2016-02-01,2002-10-10T00:00:00.0000000,TO49171,375,13865,4,1,1,1
2016-02-01,2002-11-09T00:00:00.0000000,TO49180,332,26744,9,1,1,1
2016-02-01,2002-11-11T00:00:00.0000000,TO49176,356,27054,4,1,1,1
2016-02-02,2002-11-09T00:00:00.0000000,TO49183,370,16944,8,1,1,1
2016-02-02,2002-11-13T00:00:00.0000000,TO49182,369,16830,8,1,1,1
2016-02-02,2002-10-06T00:00:00.0000000,TO49186,370,23526,9,1,1,1
2016-02-02,2002-11-12T00:00:00.0000000,TO49185,362,14134,9,1,1,1
2016-02-02,2002-12-16T00:00:00.0000000,TO49181,375,17890,10,1,1,1
2016-02-02,2002-11-23T00:00:00.0000000,TO49188,358,26815,1,1,1,1
2016-02-02,2002-10-26T00:00:00.0000000,TO49187,379,23545,9,1,1,1
2016-02-02,2002-11-18T00:00:00.0000000,TO49189,340,15525,4,1,1,1
2016-02-02,2002-12-21T00:00:00.0000000,TO49184,362,14129,9,1,1,1
2016-02-02,2002-12-22T00:00:00.0000000,TO49190,383,25033,9,1,1,1
2016-02-03,2002-11-20T00:00:00.0000000,TO49195,320,20845,8,1,1,1
2016-02-03,2003-01-19T00:00:00.0000000,TO49191,387,19435,10,1,1,1
2016-02-03,2002-11-03T00:00:00.0000000,TO49194,334,20922,10,1,1,1
2016-02-03,2002-12-30T00:00:00.0000000,TO49192,387,19040,8,1,1,1
2016-02-03,2002-12-09T00:00:00.0000000,TO49199,336,26667,9,1,1,1
2016-02-03,2002-10-19T00:00:00.0000000,TO49196,354,12386,8,1,1,1
2016-02-03,2002-12-02T00:00:00.0000000,TO49198,342,26662,9,1,1,1
2016-02-03,2002-12-16T00:00:00.0000000,TO49197,360,29415,7,1,1,1
2016-02-03,2003-01-09T00:00:00.0000000,TO49193,360,29390,7,1,1,1
2016-02-04,2003-01-05T00:00:00.0000000,TO49206,375,23423,9,1,1,1
2016-02-04,2002-12-01T00:00:00.0000000,TO49208,375,23531,9,1,1,1
2016-02-04,2002-10-19T00:00:00.0000000,TO49213,387,25034,9,1,1,1
2016-02-04,2002-12-22T00:00:00.0000000,TO49202,375,17829,10,1,1,1
2016-02-04,2002-10-24T00:00:00.0000000,TO49200,368,17889,10,1,1,1
2016-02-04,2002-10-14T00:00:00.0000000,TO49214,379,23575,9,1,1,1
2016-02-04,2002-11-03T00:00:00.0000000,TO49209,371,23541,9,1,1,1
2016-02-04,2002-11-19T00:00:00.0000000,TO49201,370,17795,10,1,1,1
2016-02-04,2002-12-27T00:00:00.0000000,TO49207,369,23432,9,1,1,1
2016-02-04,2002-10-12T00:00:00.0000000,TO49215,324,15521,4,1,1,1
2016-02-04,2002-11-07T00:00:00.0000000,TO49203,330,19343,7,1,1,1
2016-02-04,2003-01-11T00:00:00.0000000,TO49204,352,14103,9,1,1,1
2016-02-04,2002-10-18T00:00:00.0000000,TO49212,387,14337,1,1,1,1
2016-02-04,2002-11-26T00:00:00.0000000,TO49211,354,27020,4,1,1,1
2016-02-04,2003-01-17T00:00:00.0000000,TO49216,326,26749,9,1,1,1
2016-02-04,2003-01-14T00:00:00.0000000,TO49205,358,14130,9,1,1,1
2016-02-04,2002-11-25T00:00:00.0000000,TO49210,356,21331,6,1,1,1
2016-02-05,2002-11-23T00:00:00.0000000,TO49220,352,14032,9,1,1,1
2016-02-05,2002-11-18T00:00:00.0000000,TO49221,379,23532,9,1,1,1
2016-02-05,2002-12-01T00:00:00.0000000,TO49218,379,26113,6,1,1,1
2016-02-05,2002-12-30T00:00:00.0000000,TO49222,352,27078,4,1,1,1
2016-02-05,2002-10-28T00:00:00.0000000,TO49223,360,27017,1,1,1,1
2016-02-05,2002-12-10T00:00:00.0000000,TO49219,362,12619,10,1,1,1
2016-02-05,2002-10-19T00:00:00.0000000,TO49217,377,15637,7,1,1,1
2016-02-05,2002-12-02T00:00:00.0000000,TO49224,358,27073,1,1,1,1
2016-02-06,2002-11-11T00:00:00.0000000,TO49226,370,17792,10,1,1,1
2016-02-06,2003-01-01T00:00:00.0000000,TO49233,324,15531,1,1,1,1
2016-02-06,2002-12-13T00:00:00.0000000,TO49228,360,29404,7,1,1,1
2016-02-06,2002-12-28T00:00:00.0000000,TO49229,356,12390,8,1,1,1
2016-02-06,2002-12-11T00:00:00.0000000,TO49235,320,15537,4,1,1,1
2016-02-06,2003-01-04T00:00:00.0000000,TO49236,389,25021,9,1,1,1
2016-02-06,2002-11-04T00:00:00.0000000,TO49225,375,17191,8,1,1,1
2016-02-06,2002-10-18T00:00:00.0000000,TO49232,320,15529,1,1,1,1
2016-02-06,2002-11-18T00:00:00.0000000,TO49238,379,23593,9,1,1,1
2016-02-06,2002-11-17T00:00:00.0000000,TO49237,385,25035,9,1,1,1
2016-02-06,2002-12-18T00:00:00.0000000,TO49231,362,27058,1,1,1,1
2016-02-06,2002-10-29T00:00:00.0000000,TO49227,369,13873,4,1,1,1
2016-02-06,2002-10-18T00:00:00.0000000,TO49234,328,15534,1,1,1,1
2016-02-06,2002-10-30T00:00:00.0000000,TO49230,358,21266,6,1,1,1
2016-02-07,2003-01-11T00:00:00.0000000,TO49245,389,25029,9,1,1,1
2016-02-07,2002-11-05T00:00:00.0000000,TO49246,373,23640,9,1,1,1
2016-02-07,2002-10-14T00:00:00.0000000,TO49244,362,21284,6,1,1,1
2016-02-07,2003-01-09T00:00:00.0000000,TO49240,352,14058,9,1,1,1
2016-02-07,2002-12-08T00:00:00.0000000,TO49243,358,27074,1,1,1,1
2016-02-07,2003-01-06T00:00:00.0000000,TO49239,354,14011,9,1,1,1
2016-02-07,2002-10-15T00:00:00.0000000,TO49242,368,23524,9,1,1,1
2016-02-07,2003-01-09T00:00:00.0000000,TO49241,354,14065,9,1,1,1
2016-02-08,2002-12-21T00:00:00.0000000,TO49257,320,26746,9,1,1,1
2016-02-08,2002-11-27T00:00:00.0000000,TO49252,352,12378,8,1,1,1
2016-02-08,2002-11-14T00:00:00.0000000,TO49254,358,14216,9,1,1,1
2016-02-08,2002-11-16T00:00:00.0000000,TO49253,360,14211,9,1,1,1
2016-02-08,2002-11-10T00:00:00.0000000,TO49248,387,17766,7,1,1,1
2016-02-08,2003-01-05T00:00:00.0000000,TO49250,342,19323,7,1,1,1
2016-02-08,2002-12-05T00:00:00.0000000,TO49255,326,15523,1,1,1,1
2016-02-08,2003-01-06T00:00:00.0000000,TO49247,369,17793,10,1,1,1
2016-02-08,2003-01-23T00:00:00.0000000,TO49256,354,13997,9,1,1,1
2016-02-08,2002-12-25T00:00:00.0000000,TO49251,377,13871,4,1,1,1
2016-02-08,2002-10-20T00:00:00.0000000,TO49249,385,17767,7,1,1,1
2016-02-09,2002-12-15T00:00:00.0000000,TO49260,362,12608,10,1,1,1
